id,name,n,avg_len,dis,z,p
15037,peptide disulfide oxidoreductase activity,59,342.35593220338984,0.4067796610169492,-1.8499050042999063,0.04200000000000004
47372,acylglycerol lipase activity,37,509.0,0.4864864864864865,-1.8561410251318564,0.049000000000000044
61134,peptidase regulator activity,546,516.521978021978,0.5238095238095238,-1.857833513261552,0.031000000000000028
8865,fructokinase activity,24,621.9166666666666,0.5,-1.8688580468880185,0.049000000000000044
5024,transforming growth factor beta-activated receptor activity,29,664.0689655172414,0.5517241379310345,-1.8850416836562658,0.04700000000000004
8170,N-methyltransferase activity,355,827.6056338028169,0.6281690140845071,-1.8867419611801735,0.039000000000000035
3988,acetyl-CoA C-acyltransferase activity,38,453.3421052631579,0.4473684210526316,-1.8937271462269696,0.04300000000000004
8028,monocarboxylic acid transmembrane transporter activity,156,496.10897435897436,0.5448717948717948,-1.9088351149185832,0.03300000000000003
1901612,cardiolipin binding,24,577.4166666666666,0.4583333333333333,-1.925481832187103,0.04800000000000004
4812,aminoacyl-tRNA ligase activity,255,659.4,0.6666666666666666,-1.9263655959248858,0.038000000000000034
46977,TAP binding,36,417.4166666666667,0.3888888888888889,-1.929447266161076,0.038000000000000034
19957,C-C chemokine binding,24,355.9583333333333,0.2916666666666667,-1.9369958694646174,0.03300000000000003
4792,thiosulfate sulfurtransferase activity,28,280.67857142857144,0.2857142857142857,-1.9396294530700628,0.04300000000000004
23023,MHC protein complex binding,43,383.25581395348837,0.4186046511627907,-1.9700157801114373,0.039000000000000035
35586,purinergic receptor activity,73,381.7945205479452,0.410958904109589,-1.973649033543913,0.040000000000000036
50664,"oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor",59,674.7627118644068,0.5932203389830508,-2.0126399366834287,0.03700000000000003
4954,prostanoid receptor activity,31,373.4516129032258,0.3548387096774194,-2.031104817682637,0.02100000000000002
8745,N-acetylmuramoyl-L-alanine amidase activity,22,310.45454545454544,0.2727272727272727,-2.0347008210054116,0.03200000000000003
4311,farnesyltranstransferase activity,42,406.0238095238095,0.40476190476190477,-2.035119987822509,0.03600000000000003
2094,polyprenyltransferase activity,22,303.27272727272725,0.2727272727272727,-2.036841734267953,0.03300000000000003
43531,ADP binding,142,877.9718309859155,0.6901408450704225,-2.0460754965488244,0.031000000000000028
48185,activin binding,38,451.1842105263158,0.42105263157894735,-2.056734338505012,0.026000000000000023
16635,"oxidoreductase activity, acting on the CH-CH group of donors, quinone or related compound as acceptor",52,413.0192307692308,0.4423076923076923,-2.060823548053139,0.029000000000000026
340,RNA 7-methylguanosine cap binding,33,479.8484848484849,0.42424242424242425,-2.065791621048305,0.030000000000000027
5375,copper ion transmembrane transporter activity,37,559.5405405405405,0.4594594594594595,-2.070244267753241,0.03200000000000003
8146,sulfotransferase activity,121,419.26446280991735,0.45454545454545453,-2.078421548077739,0.02300000000000002
97747,RNA polymerase activity,301,1005.6910299003322,0.627906976744186,-2.0938912370646823,0.027000000000000024
8504,monoamine transmembrane transporter activity,29,573.6551724137931,0.5172413793103449,-2.1024002822841323,0.03600000000000003
34062,5'-3' RNA polymerase activity,301,1005.6910299003322,0.627906976744186,-2.1051670978996357,0.02100000000000002
16634,"oxidoreductase activity, acting on the CH-CH group of donors, oxygen as acceptor",49,496.3061224489796,0.4897959183673469,-2.1068774100032317,0.030000000000000027
5275,amine transmembrane transporter activity,20,425.5,0.35,-2.1082152510541823,0.025000000000000022
23026,MHC class II protein complex binding,39,401.4871794871795,0.41025641025641024,-2.1092321477258427,0.029000000000000026
16175,superoxide-generating NADPH oxidase activity,27,510.4074074074074,0.4444444444444444,-2.1178763568500854,0.029000000000000026
61135,endopeptidase regulator activity,451,478.08869179600885,0.49889135254988914,-2.1179641152812403,0.025000000000000022
3938,IMP dehydrogenase activity,20,515.6,0.4,-2.1212911943697406,0.031000000000000028
4957,prostaglandin E receptor activity,20,365.2,0.3,-2.1417495759722693,0.031000000000000028
70283,radical SAM enzyme activity,20,339.65,0.25,-2.1470489769081063,0.030000000000000027
30742,GTP-dependent protein binding,57,500.0,0.45614035087719296,-2.1544465482995223,0.017000000000000015
4779,sulfate adenylyltransferase activity,21,475.0952380952381,0.38095238095238093,-2.156910197173128,0.027000000000000024
46933,"proton-transporting ATP synthase activity, rotational mechanism",115,306.1304347826087,0.3826086956521739,-2.174989353652413,0.016000000000000014
9922,fatty acid elongase activity,28,337.67857142857144,0.2857142857142857,-2.1751175815218478,0.020000000000000018
1972,retinoic acid binding,38,488.8421052631579,0.39473684210526316,-2.17983636274949,0.02400000000000002
35375,zymogen binding,26,508.8076923076923,0.34615384615384615,-2.1815492304993773,0.029000000000000026
42973,"glucan endo-1,3-beta-D-glucosidase activity",28,522.1785714285714,0.42857142857142855,-2.1830633902307475,0.029000000000000026
4540,ribonuclease activity,497,687.8551307847082,0.5875251509054326,-2.1837592213325583,0.017000000000000015
15927,trehalase activity,20,684.35,0.55,-2.196301078760089,0.03600000000000003
15036,disulfide oxidoreductase activity,243,305.99588477366257,0.411522633744856,-2.203961715118655,0.01100000000000001
8525,phosphatidylcholine transporter activity,27,880.925925925926,0.5185185185185185,-2.204260160966548,0.018000000000000016
15154,disaccharide transmembrane transporter activity,43,466.2093023255814,0.4418604651162791,-2.2094491408931374,0.02400000000000002
52834,inositol monophosphate phosphatase activity,26,358.3076923076923,0.3076923076923077,-2.2228084437337943,0.02300000000000002
32052,bile acid binding,23,351.39130434782606,0.30434782608695654,-2.2387706679003814,0.030000000000000027
47429,nucleoside-triphosphate diphosphatase activity,52,347.2307692307692,0.36538461538461536,-2.239072141197649,0.017000000000000015
9881,photoreceptor activity,91,574.2197802197802,0.5384615384615384,-2.2449706876390816,0.013000000000000012
4376,glycolipid mannosyltransferase activity,22,453.0,0.36363636363636365,-2.2506772327911633,0.020000000000000018
16594,glycine binding,38,669.921052631579,0.5263157894736842,-2.2787608811896365,0.018000000000000016
15562,efflux transmembrane transporter activity,69,645.9710144927536,0.5652173913043478,-2.287251485371814,0.02300000000000002
16413,O-acetyltransferase activity,74,473.3378378378378,0.4864864864864865,-2.288376862488064,0.019000000000000017
8271,secondary active sulfate transmembrane transporter activity,41,713.1951219512196,0.6341463414634146,-2.293630057910963,0.02300000000000002
15157,oligosaccharide transmembrane transporter activity,44,461.02272727272725,0.4318181818181818,-2.300660025512598,0.018000000000000016
8934,inositol monophosphate 1-phosphatase activity,26,358.3076923076923,0.3076923076923077,-2.3020023663728026,0.018000000000000016
4315,3-oxoacyl-[acyl-carrier-protein] synthase activity,31,1323.1612903225807,0.6451612903225806,-2.3092325644445455,0.025000000000000022
15203,polyamine transmembrane transporter activity,45,477.84444444444443,0.4666666666666667,-2.312868880065809,0.018000000000000016
15165,pyrimidine nucleotide-sugar transmembrane transporter activity,30,341.8333333333333,0.26666666666666666,-2.3130437457879607,0.013000000000000012
3958,NADPH-hemoprotein reductase activity,36,880.3611111111111,0.6666666666666666,-2.3139659038678784,0.02400000000000002
15299,solute:proton antiporter activity,98,656.4591836734694,0.6224489795918368,-2.330281629886777,0.014000000000000012
140103,"catalytic activity, acting on a glycoprotein",63,504.42857142857144,0.49206349206349204,-2.336740806380623,0.020000000000000018
61778,intracellular chloride channel activity,29,838.7931034482758,0.6551724137931034,-2.346514602953566,0.02100000000000002
4866,endopeptidase inhibitor activity,430,485.63488372093025,0.4930232558139535,-2.3470940661928497,0.01200000000000001
31404,chloride ion binding,27,574.0370370370371,0.4444444444444444,-2.348043936638095,0.017000000000000015
102991,myristoyl-CoA hydrolase activity,25,376.56,0.32,-2.3493226607830278,0.008000000000000007
19158,mannokinase activity,22,669.8181818181819,0.5,-2.3516526014591244,0.02100000000000002
31418,L-ascorbic acid binding,81,479.8395061728395,0.48148148148148145,-2.354072814427018,0.01100000000000001
70403,NAD+ binding,102,410.97058823529414,0.43137254901960786,-2.354713767646327,0.007000000000000006
4161,dimethylallyltranstransferase activity,24,353.9166666666667,0.25,-2.3686023245880325,0.01200000000000001
5416,cation:amino acid symporter activity,57,579.9824561403509,0.5614035087719298,-2.3746248286903557,0.017000000000000015
17046,peptide hormone binding,119,597.5126050420168,0.5546218487394958,-2.3816462882155354,0.01200000000000001
3997,acyl-CoA oxidase activity,21,591.7619047619048,0.47619047619047616,-2.3901536790425086,0.017000000000000015
15298,solute:cation antiporter activity,144,663.5555555555555,0.6388888888888888,-2.404106274592399,0.009000000000000008
52832,inositol monophosphate 3-phosphatase activity,25,362.24,0.28,-2.405134110787415,0.008000000000000007
50897,cobalt ion binding,86,374.0232558139535,0.4186046511627907,-2.42033746112954,0.015000000000000013
5315,inorganic phosphate transmembrane transporter activity,51,508.3333333333333,0.47058823529411764,-2.423630657542016,0.020000000000000018
15142,tricarboxylic acid transmembrane transporter activity,24,441.625,0.3333333333333333,-2.463416224782914,0.009000000000000008
1901618,organic hydroxy compound transmembrane transporter activity,141,545.0141843971631,0.5531914893617021,-2.4670441006189145,0.007000000000000006
52833,inositol monophosphate 4-phosphatase activity,25,362.24,0.28,-2.4724605233915864,0.009000000000000008
49,tRNA binding,247,566.3481781376519,0.5748987854251012,-2.475423354146851,0.010000000000000009
5229,intracellular calcium activated chloride channel activity,29,838.7931034482758,0.6551724137931034,-2.4776598326811197,0.01200000000000001
30414,peptidase inhibitor activity,446,493.45515695067263,0.49551569506726456,-2.480585035999903,0.013000000000000012
98988,G-protein coupled glutamate receptor activity,24,950.0416666666666,0.7083333333333334,-2.491698466640059,0.02300000000000002
4020,adenylylsulfate kinase activity,21,423.6190476190476,0.3333333333333333,-2.494997023611648,0.01200000000000001
16421,CoA carboxylase activity,37,1033.972972972973,0.5945945945945946,-2.498863459115832,0.01100000000000001
16493,C-C chemokine receptor activity,29,375.8965517241379,0.27586206896551724,-2.5061083131818105,0.013000000000000012
3968,RNA-directed 5'-3' RNA polymerase activity,75,2341.306666666667,0.8666666666666667,-2.506925278674752,0.02100000000000002
4067,asparaginase activity,21,377.5238095238095,0.23809523809523808,-2.5156367072556036,0.01200000000000001
42301,phosphate ion binding,41,407.6585365853659,0.34146341463414637,-2.5252527607227875,0.009000000000000008
16726,"oxidoreductase activity, acting on CH or CH2 groups, NAD or NADP as acceptor",24,924.875,0.5833333333333334,-2.5357408658522633,0.020000000000000018
15189,L-lysine transmembrane transporter activity,23,489.4782608695652,0.391304347826087,-2.538859088202386,0.010000000000000009
45236,CXCR chemokine receptor binding,35,165.02857142857144,0.17142857142857143,-2.5402703036861585,0.009000000000000008
16624,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor",49,557.0816326530612,0.46938775510204084,-2.5517068440808424,0.007000000000000006
42608,T cell receptor binding,29,506.0344827586207,0.3448275862068966,-2.561817942667188,0.0050000000000000044
31701,angiotensin receptor binding,27,510.22222222222223,0.37037037037037035,-2.565173518748512,0.008000000000000007
5254,chloride channel activity,195,622.4923076923077,0.6205128205128205,-2.580481917777141,0.008000000000000007
4040,amidase activity,35,468.8,0.4,-2.581053617814534,0.010000000000000009
43560,insulin receptor substrate binding,38,935.8421052631579,0.6578947368421053,-2.607595415228823,0.006000000000000005
4089,carbonate dehydratase activity,54,287.8333333333333,0.3148148148148148,-2.6106659983457656,0.0040000000000000036
70492,oligosaccharide binding,38,409.7105263157895,0.3684210526315789,-2.624895715223959,0.0050000000000000044
293,ferric-chelate reductase activity,25,602.36,0.48,-2.6254016164219687,0.01200000000000001
4337,geranyltranstransferase activity,33,393.8787878787879,0.30303030303030304,-2.6256560452244964,0.007000000000000006
8556,potassium-transporting ATPase activity,47,727.6382978723404,0.5531914893617021,-2.627967024865837,0.006000000000000005
61783,peptidoglycan muralytic activity,70,339.3,0.34285714285714286,-2.6519349624086357,0.0020000000000000018
4849,uridine kinase activity,23,302.95652173913044,0.21739130434782608,-2.66290166994446,0.009000000000000008
4165,dodecenoyl-CoA delta-isomerase activity,20,471.55,0.35,-2.665380151755594,0.007000000000000006
48020,CCR chemokine receptor binding,75,208.64,0.24,-2.6676822927683714,0.0040000000000000036
4559,alpha-mannosidase activity,49,761.4285714285714,0.6122448979591837,-2.6724296655427526,0.013000000000000012
4356,glutamate-ammonia ligase activity,24,428.9583333333333,0.2916666666666667,-2.6889301872705844,0.010000000000000009
4875,complement receptor activity,24,496.0833333333333,0.2916666666666667,-2.70029793774997,0.008000000000000007
31419,cobalamin binding,45,877.4444444444445,0.5333333333333333,-2.707201932027621,0.010000000000000009
16503,pheromone receptor activity,20,360.15,0.2,-2.715271856922158,0.006000000000000005
4345,glucose-6-phosphate dehydrogenase activity,21,561.5714285714286,0.38095238095238093,-2.7215197327281784,0.006000000000000005
8553,"hydrogen-exporting ATPase activity, phosphorylative mechanism",55,485.2909090909091,0.41818181818181815,-2.7229322098920483,0.008000000000000007
16595,glutamate binding,40,825.025,0.6,-2.7381277400770414,0.010000000000000009
50431,transforming growth factor beta binding,49,787.3265306122449,0.5714285714285714,-2.747941561662804,0.0050000000000000044
15108,chloride transmembrane transporter activity,231,673.7186147186147,0.645021645021645,-2.748208881486472,0.0050000000000000044
19956,chemokine binding,51,417.94117647058823,0.3333333333333333,-2.763221153846153,0.0030000000000000027
1640,adenylate cyclase inhibiting G-protein coupled glutamate receptor activity,20,899.85,0.65,-2.7670764122298968,0.013000000000000012
8199,ferric iron binding,55,315.74545454545455,0.3090909090909091,-2.7718622683706733,0.0050000000000000044
17169,CDP-alcohol phosphatidyltransferase activity,34,349.2647058823529,0.29411764705882354,-2.7764287416971922,0.0040000000000000036
4396,hexokinase activity,36,542.7777777777778,0.4166666666666667,-2.7796603911112383,0.0050000000000000044
8940,nitrate reductase activity,20,684.1,0.45,-2.7924978514005265,0.009000000000000008
8417,fucosyltransferase activity,41,441.2926829268293,0.36585365853658536,-2.795501863537252,0.007000000000000006
4564,beta-fructofuranosidase activity,26,689.0384615384615,0.5,-2.804660646518149,0.0030000000000000027
4126,cytidine deaminase activity,21,226.38095238095238,0.14285714285714285,-2.8096201107081917,0.007000000000000006
16799,"hydrolase activity, hydrolyzing N-glycosyl compounds",141,371.3191489361702,0.40425531914893614,-2.8113143833824314,0.0050000000000000044
4065,arylsulfatase activity,22,642.2727272727273,0.45454545454545453,-2.8270985935221296,0.014000000000000012
4575,sucrose alpha-glucosidase activity,26,689.0384615384615,0.5,-2.840020849057741,0.008000000000000007
16662,"oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor",23,510.95652173913044,0.34782608695652173,-2.850546712263236,0.0030000000000000027
5347,ATP transmembrane transporter activity,42,381.9761904761905,0.30952380952380953,-2.851890282128399,0.0050000000000000044
5132,type I interferon receptor binding,23,190.30434782608697,0.13043478260869565,-2.862958831235763,0.0010000000000000009
33041,sweet taste receptor activity,26,487.88461538461536,0.34615384615384615,-2.8809563655366595,0.0030000000000000027
19781,NEDD8 activating enzyme activity,22,436.8181818181818,0.2727272727272727,-2.893257188413446,0.0020000000000000018
16410,N-acyltransferase activity,359,541.849582172702,0.5181058495821727,-2.9216498882082647,0.0050000000000000044
26,"alpha-1,2-mannosyltransferase activity",35,469.8,0.37142857142857144,-2.9276840915409656,0.0040000000000000036
16411,acylglycerol O-acyltransferase activity,87,412.264367816092,0.40229885057471265,-2.9285750635536454,0.0020000000000000018
19206,nucleoside kinase activity,55,345.56363636363636,0.3090909090909091,-2.9343607632310404,0.0010000000000000009
16783,sulfurtransferase activity,88,355.75,0.36363636363636365,-2.9631393510197204,0.0050000000000000044
72341,modified amino acid binding,289,867.4671280276816,0.5847750865051903,-2.975087513330633,0.0040000000000000036
15038,glutathione disulfide oxidoreductase activity,39,299.5897435897436,0.2564102564102564,-2.978373786801573,0.0040000000000000036
17040,ceramidase activity,20,522.3,0.35,-2.9911675340352692,0.0020000000000000018
16743,carboxyl- or carbamoyltransferase activity,26,961.0769230769231,0.4230769230769231,-2.991845623007537,0.0020000000000000018
15217,ADP transmembrane transporter activity,40,375.025,0.275,-2.999119602041173,0.0020000000000000018
16717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",71,396.67605633802816,0.36619718309859156,-3.018472193395345,0.0020000000000000018
4427,inorganic diphosphatase activity,32,335.28125,0.25,-3.019146753398574,0.0010000000000000009
9975,cyclase activity,143,893.5524475524476,0.6993006993006993,-3.0326948632142074,0.0040000000000000036
70566,adenylyltransferase activity,158,542.9746835443038,0.5316455696202531,-3.046394333850067,0.007000000000000006
8009,chemokine activity,99,135.15151515151516,0.1919191919191919,-3.0526970531206175,0.0
38187,pattern recognition receptor activity,49,517.1632653061224,0.3877551020408163,-3.054931987321896,0.0010000000000000009
15081,sodium ion transmembrane transporter activity,463,787.4427645788337,0.7019438444924406,-3.064714732398739,0.0010000000000000009
42171,lysophosphatidic acid acyltransferase activity,47,412.72340425531917,0.3404255319148936,-3.0651190420009486,0.0020000000000000018
16211,ammonia ligase activity,26,429.96153846153845,0.2692307692307692,-3.094888510523114,0.0
1530,lipopolysaccharide binding,80,511.325,0.45,-3.102337641437259,0.0
8329,signaling pattern recognition receptor activity,49,517.1632653061224,0.3877551020408163,-3.1035919514648778,0.0010000000000000009
5501,retinoid binding,90,408.9222222222222,0.35555555555555557,-3.1060834753920497,0.0010000000000000009
4482,mRNA (guanine-N7-)-methyltransferase activity,23,2185.391304347826,0.7391304347826086,-3.1170022674575266,0.0030000000000000027
4169,dolichyl-phosphate-mannose-protein mannosyltransferase activity,25,671.44,0.48,-3.121171517595813,0.0030000000000000027
4775,succinate-CoA ligase (ADP-forming) activity,25,365.16,0.2,-3.124369657939431,0.0030000000000000027
16406,carnitine O-acyltransferase activity,20,710.1,0.5,-3.134276248357601,0.0040000000000000036
35251,UDP-glucosyltransferase activity,195,699.6666666666666,0.6,-3.143121809476228,0.0030000000000000027
5355,glucose transmembrane transporter activity,111,545.5945945945946,0.5225225225225225,-3.1473906748767253,0.0010000000000000009
22829,wide pore channel activity,129,383.7984496124031,0.40310077519379844,-3.156848179768746,0.0
30060,L-malate dehydrogenase activity,22,350.5,0.13636363636363635,-3.163241770024769,0.0010000000000000009
8081,phosphoric diester hydrolase activity,341,683.6627565982404,0.6363636363636364,-3.164858283368772,0.0050000000000000044
8080,N-acetyltransferase activity,283,577.7667844522969,0.508833922261484,-3.16715767569429,0.0
8020,G-protein coupled photoreceptor activity,44,390.22727272727275,0.29545454545454547,-3.1821737259828553,0.0010000000000000009
4518,nuclease activity,1124,659.1717081850534,0.6112099644128114,-3.190486132450397,0.0010000000000000009
17080,sodium channel regulator activity,94,343.3829787234043,0.3404255319148936,-3.1965409109016014,0.0020000000000000018
5313,L-glutamate transmembrane transporter activity,47,547.8085106382979,0.44680851063829785,-3.209259791502122,0.0030000000000000027
19172,glyoxalase III activity,20,278.95,0.1,-3.220109399455876,0.0
16723,"oxidoreductase activity, oxidizing metal ions, NAD or NADP as acceptor",42,560.452380952381,0.4523809523809524,-3.2225459143586583,0.0020000000000000018
4579,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,24,421.9583333333333,0.2916666666666667,-3.2308774659784354,0.0
51538,"3 iron, 4 sulfur cluster binding",37,740.7837837837837,0.43243243243243246,-3.2455906856177767,0.0
5131,growth hormone receptor binding,25,440.72,0.24,-3.2477200969202453,0.0
1216,"bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding",38,245.28947368421052,0.18421052631578946,-3.250294741590054,0.0010000000000000009
15112,nitrate transmembrane transporter activity,30,515.6333333333333,0.36666666666666664,-3.264193077641095,0.0
5471,ATP:ADP antiporter activity,24,379.4583333333333,0.20833333333333334,-3.2891453982064176,0.0010000000000000009
15181,arginine transmembrane transporter activity,27,520.7407407407408,0.37037037037037035,-3.2949744606389335,0.0
8169,C-methyltransferase activity,43,398.51162790697674,0.3023255813953488,-3.314809377007537,0.0010000000000000009
986,bacterial-type proximal promoter sequence-specific DNA binding,23,306.82608695652175,0.13043478260869565,-3.323674627783655,0.0020000000000000018
5504,fatty acid binding,125,343.384,0.36,-3.329531152206447,0.0020000000000000018
3746,translation elongation factor activity,116,464.12068965517244,0.45689655172413796,-3.330924395869268,0.0
16755,"transferase activity, transferring amino-acyl groups",76,483.89473684210526,0.4473684210526316,-3.3402418046694806,0.0010000000000000009
42379,chemokine receptor binding,122,201.99180327868854,0.2459016393442623,-3.342142865508105,0.0
5328,neurotransmitter:sodium symporter activity,68,641.8676470588235,0.5882352941176471,-3.3482427473194907,0.0010000000000000009
15174,basic amino acid transmembrane transporter activity,54,496.8703703703704,0.42592592592592593,-3.358439650072263,0.0030000000000000027
31702,type 1 angiotensin receptor binding,22,529.9090909090909,0.2727272727272727,-3.3627641134169535,0.0
16668,"oxidoreductase activity, acting on a sulfur group of donors, NAD(P) as acceptor",126,349.96031746031747,0.36507936507936506,-3.3766614613595336,0.0
5283,sodium:amino acid symporter activity,46,602.6521739130435,0.5,-3.380283380892683,0.0010000000000000009
5338,nucleotide-sugar transmembrane transporter activity,45,362.77777777777777,0.24444444444444444,-3.3804752196874617,0.0010000000000000009
146,microfilament motor activity,75,1601.3733333333332,0.8266666666666667,-3.3838482426913266,0.0010000000000000009
4084,branched-chain-amino-acid transaminase activity,20,382.15,0.15,-3.3965545264105534,0.0010000000000000009
43225,ATPase-coupled anion transmembrane transporter activity,36,834.0833333333334,0.4722222222222222,-3.3996010504035743,0.0010000000000000009
295,adenine nucleotide transmembrane transporter activity,53,381.92452830188677,0.2830188679245283,-3.4118957532020415,0.0
5346,purine ribonucleotide transmembrane transporter activity,53,388.6981132075472,0.3018867924528302,-3.4172297788150816,0.0020000000000000018
15226,carnitine transmembrane transporter activity,20,445.1,0.2,-3.4181727332114042,0.0
16290,palmitoyl-CoA hydrolase activity,36,398.55555555555554,0.2777777777777778,-3.43933169593584,0.0
16730,"oxidoreductase activity, acting on iron-sulfur proteins as donors",42,390.7142857142857,0.2857142857142857,-3.448837800535852,0.0
4774,succinate-CoA ligase activity,27,370.14814814814815,0.18518518518518517,-3.4489576884014976,0.0010000000000000009
4096,catalase activity,44,542.5227272727273,0.4090909090909091,-3.465481679521721,0.0
35250,UDP-galactosyltransferase activity,74,481.3918918918919,0.35135135135135137,-3.480027056730077,0.0
15141,succinate transmembrane transporter activity,25,463.76,0.28,-3.4842047806098027,0.0
44183,protein binding involved in protein folding,136,491.375,0.47794117647058826,-3.5000253952969924,0.0010000000000000009
4303,estradiol 17-beta-dehydrogenase activity,24,333.2083333333333,0.125,-3.5104871064401126,0.0
3955,NAD(P)H dehydrogenase (quinone) activity,26,243.1153846153846,0.11538461538461539,-3.5143501979261837,0.0
35005,1-phosphatidylinositol-4-phosphate 3-kinase activity,22,1324.6818181818182,0.7272727272727273,-3.5222141420147057,0.0050000000000000044
5234,extracellularly glutamate-gated ion channel activity,62,975.6774193548387,0.7096774193548387,-3.5414901596801003,0.0010000000000000009
5343,organic acid:sodium symporter activity,76,577.3947368421053,0.5131578947368421,-3.5531494363709966,0.0
4457,lactate dehydrogenase activity,31,420.1290322580645,0.22580645161290322,-3.575569482198816,0.0
4449,isocitrate dehydrogenase (NAD+) activity,21,359.4761904761905,0.09523809523809523,-3.5794771464005755,0.0
102336,3-oxo-arachidoyl-CoA synthase activity,34,382.52941176470586,0.23529411764705882,-3.581716118472394,0.0
15168,glycerol transmembrane transporter activity,25,332.12,0.16,-3.604045846937,0.0
102338,3-oxo-lignoceronyl-CoA synthase activity,34,382.52941176470586,0.23529411764705882,-3.6066299910646236,0.0010000000000000009
102337,3-oxo-cerotoyl-CoA synthase activity,34,382.52941176470586,0.23529411764705882,-3.609276676145795,0.0
80130,L-phenylalanine:2-oxoglutarate aminotransferase activity,40,433.55,0.3,-3.6097853390150716,0.0020000000000000018
3841,1-acylglycerol-3-phosphate O-acyltransferase activity,41,392.9512195121951,0.2682926829268293,-3.622522565983023,0.0
46812,host cell surface binding,21,656.0,0.2857142857142857,-3.632261478977461,0.0010000000000000009
8641,ubiquitin-like modifier activating enzyme activity,72,546.9027777777778,0.4583333333333333,-3.6351423417707895,0.0
15205,nucleobase transmembrane transporter activity,66,485.09090909090907,0.4090909090909091,-3.6490957891780083,0.0020000000000000018
1217,"bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding",42,246.92857142857142,0.16666666666666666,-3.6556486893474474,0.0
8948,oxaloacetate decarboxylase activity,20,525.9,0.3,-3.67057240035114,0.0
4035,alkaline phosphatase activity,20,520.9,0.25,-3.672828105989156,0.0
8565,protein transporter activity,436,551.6697247706422,0.5298165137614679,-3.6739391005246844,0.0
4124,cysteine synthase activity,26,358.53846153846155,0.15384615384615385,-3.675091035792834,0.0010000000000000009
15232,heme transporter activity,31,449.258064516129,0.2903225806451613,-3.686614109015749,0.0
15216,purine nucleotide transmembrane transporter activity,58,406.2068965517241,0.3103448275862069,-3.691301394726593,0.0
99,sulfur amino acid transmembrane transporter activity,33,435.54545454545456,0.2727272727272727,-3.695340078328063,0.0
140098,"catalytic activity, acting on RNA",1757,682.2760387023335,0.6192373363688105,-3.700080387836654,0.0010000000000000009
5351,sugar:proton symporter activity,113,524.141592920354,0.4778761061946903,-3.7012695039636125,0.0010000000000000009
8528,G-protein coupled peptide receptor activity,363,404.87603305785126,0.45179063360881544,-3.706285342659681,0.0
5319,lipid transporter activity,355,791.7746478873239,0.6084507042253521,-3.7070585675673096,0.0020000000000000018
19840,isoprenoid binding,119,379.99159663865544,0.3445378151260504,-3.739085630234461,0.0
15556,C4-dicarboxylate transmembrane transporter activity,52,534.9615384615385,0.40384615384615385,-3.7407255180522045,0.0
4749,ribose phosphate diphosphokinase activity,21,352.23809523809524,0.09523809523809523,-3.7432173670964595,0.0
8253,5'-nucleotidase activity,36,411.0833333333333,0.2777777777777778,-3.754085040197332,0.0
15370,solute:sodium symporter activity,147,599.2925170068028,0.5850340136054422,-3.7565742015234194,0.0010000000000000009
72349,modified amino acid transmembrane transporter activity,57,487.2456140350877,0.3684210526315789,-3.779772817147741,0.0
4198,calcium-dependent cysteine-type endopeptidase activity,54,715.5555555555555,0.5185185185185185,-3.7814652142610905,0.0
70401,NADP+ binding,24,363.5416666666667,0.125,-3.78934446200282,0.0
16409,palmitoyltransferase activity,99,480.7070707070707,0.43434343434343436,-3.7912496298245886,0.0
16725,"oxidoreductase activity, acting on CH or CH2 groups",70,682.1428571428571,0.5,-3.7937260714011485,0.0
33765,"steroid dehydrogenase activity, acting on the CH-CH group of donors",22,361.3636363636364,0.13636363636363635,-3.7974610205122743,0.0
19203,carbohydrate phosphatase activity,85,397.67058823529413,0.3411764705882353,-3.811168968260929,0.0
70546,L-phenylalanine aminotransferase activity,42,433.8333333333333,0.2857142857142857,-3.818802442779455,0.0
8242,omega peptidase activity,49,1091.591836734694,0.3877551020408163,-3.821423887226747,0.0
4353,glutamate dehydrogenase [NAD(P)+] activity,25,609.92,0.32,-3.8218537901795706,0.0
4359,glutaminase activity,24,436.7083333333333,0.25,-3.8280700397579883,0.0
16775,"phosphotransferase activity, nitrogenous group as acceptor",140,784.6357142857142,0.6,-3.829672211022489,0.0
16168,chlorophyll binding,52,408.21153846153845,0.3076923076923077,-3.835800538405762,0.0
8379,thioredoxin peroxidase activity,34,209.97058823529412,0.11764705882352941,-3.868658921905164,0.0
3823,antigen binding,277,345.87364620938627,0.38267148014440433,-3.869249368647459,0.0
15172,acidic amino acid transmembrane transporter activity,53,544.1698113207547,0.41509433962264153,-3.8702161273878732,0.0
16880,acid-ammonia (or amide) ligase activity,35,469.7142857142857,0.2857142857142857,-3.8731153864652312,0.0
4028,3-chloroallyl aldehyde dehydrogenase activity,21,489.4761904761905,0.19047619047619047,-3.886479889844898,0.0
102756,very-long-chain 3-ketoacyl-CoA synthase activity,34,382.52941176470586,0.23529411764705882,-3.8882630163610252,0.0
