:ID,:LABEL,id,name,category,def
KW-1189,Keyword,KW-1189,Microtubular outwards viral transport,Biological process,"Viral protein that allows the active transport of viral components andassembled, complete particles along microtubules toward the cellperiphery during virus egress. This transport, which usually involvesinteraction with motor proteins like kinesin orpolymerization/depolymerization reactions as a driving force, ismostly used by viruses that replicate their genome near or in thenucleus and allows newly assembled viral progeny to reach the plasmamembrane. Herpes simplex virus for example is transportedanterogradely along the axon"
KW-0493,Keyword,KW-0493,Microtubule,Cellular component,"Protein associated with or component of the microtubule. Themicrotubule is formed by the arrangement of 13 parallel protofilamentsarising from end-to-end aggregation of the tubulin alpha/beta-dimersMicrotubules are associated with various other proteins (MAPs, dynein,kinesin) and are involved in structures responsible for cellularmovement such as flagella or cilia. Microtubules of the ciliaryaxoneme are more permanent than cytoplasmic and spindle microtubulesMicrotubule formation is inhibited by agents such as colchicine,vinblastine or vincristine"
KW-0494,Keyword,KW-0494,Milk protein,Molecular function,"Protein found in milk, a fluid secreted by female mammals to providefood for their offspring. It consists of water, proteins, solublecarbohydrates, electrolytes, lipids and vitamins"
KW-0495,Keyword,KW-0495,Mineral balance,Biological process,"Protein that influences the equilibrium of minerals present in bone,e.g., fetuin"
KW-0496,Keyword,KW-0496,Mitochondrion,Cellular component,"Protein encoded by or localized in the mitochondrion, asemiautonomous, self-reproducing organelle that occurs in thecytoplasm of all cells of most, but not all, eukaryotes. Eachmitochondrion is surrounded by a double limiting membrane. The innermembrane is highly invaginated, and its projections are calledcristae. Mitochondria are the sites of the reactions of oxidativephosphorylation, which result in the formation of ATP. The size andcoding capacity of the mitochondrial DNA varies considerably indifferent organisms, and encodes rRNAs, tRNAs and essentialmitochondrial proteins"
KW-0999,Keyword,KW-0999,Mitochondrion inner membrane,Cellular component,"Protein found in or associated with the inner membrane of amitochondrion, the membrane which separates the mitochondrial matrixfrom the intermembrane space"
KW-1135,Keyword,KW-1135,Mitochondrion nucleoid,Cellular component,"Protein found associated with the mitochondrial nucleoid, themitochondrial pseudocompartment formed by the chromatin-dense areaThis region, which is functionally equivalent to the eukaryoticnucleus, is not surrounded by a membrane"
KW-1000,Keyword,KW-1000,Mitochondrion outer membrane,Cellular component,"Protein found in or associated with the outer membrane of amitochondrion, the mitochondrial membrane facing the cytoplasm"
KW-0497,Keyword,KW-0497,Mitogen,Molecular function,"Protein which can induce mitosis of certain eukaryotic cells, i.e. itstimulates cellular proliferation"
KW-0498,Keyword,KW-0498,Mitosis,Biological process,"Protein involved in mitosis, the nuclear division in eukaryotic cellsinvolving the exact duplication and separation of the chromosomethreads so that each daughter nucleus carries a chromosome complementidentical to that of the parent nucleus. Mitosis is divided into foursubstages: prophase, metaphase, anaphase and telophase"
KW-1025,Keyword,KW-1025,Mitosome,Cellular component,"Protein localized in the mitosome, an organelle found in""amitochondrial"" unicellular organisms which do not have thecapability of gaining energy from oxidative phosphorylation. Mitosomesare almost certainly derived from mitochondria, they have a doublemembrane and most proteins are delivered to them by a targetingsequence. Unlike mitochondria, mitosomes do not contain any DNA. Themitosome functions in iron-sulphur cluster assembly"
KW-0499,Keyword,KW-0499,Mobility protein,Molecular function,"Protein involved in the conjugative transfer of plasmid DNA. Theseproteins provide the function of nicking the DNA at a certain point,guiding the 5' end of the nicked strand into the recipient cell,recircularization, and perhaps the priming of complementary strandsynthesis in the recipient"
KW-1119,Keyword,KW-1119,Modulation of host cell apoptosis by virus,Biological process,Viral protein involved in the modulation of host cell apoptosis byacting different steps of the process. Several viruses encode proteinsthat inhibit apoptosis while other viruses use apoptosis to theiradvantage to suppress immune response or to disseminate
KW-1120,Keyword,KW-1120,Modulation of host cell cycle by viral cyclin-like protein,Biological process,"Viral protein sharing sequence homology with cellular cyclins. Mostviral cyclin homologues are closely related in sequence to thecellular D-type cyclins, which are implicated in regulating thetransit of cells from G1 into S and are thought to operate via theinactivation of the retinoblastoma tumour suppressor protein"
KW-1121,Keyword,KW-1121,Modulation of host cell cycle by virus,Biological process,"Viral protein involved in the modulation of host cell cycle. The cellcycle can be divided into four stages: G1, S, G2 and mitosis, whilecells resting are termed quiescent cells (G0). Viruses have evolvedstrategies to modulate cell cycle progression including stimulation ofS phase entry from G1 or G0 or cell cycle arrest at G2/M for exampleThis regulation allows viruses to maximize their own replication"
KW-1122,Keyword,KW-1122,Modulation of host chromatin by virus,Biological process,"Viral protein involved in the regulation of host chromatin structureChromatin has a major role in life cycle of many viruses, and a lot ofthem have evolved mechanisms to modulate chromatin-related processesFor example, histone acetyltransferases, histone deacetylases orhistones are common targets of viruses"
KW-1118,Keyword,KW-1118,Modulation of host dendritic cell activity by virus,Biological process,"Viral protein involved in the modulation of host dendritic cellactivity. Dendritic cells operate at the interface between the innateand adaptive immune response by their ability to sample theirenvironment for pathogenic products, to process them, and to presentviral antigens to T-cells. This results in T cell proliferation andthe induction of virus-specific adaptive immune responses. Thereforeimpairing dendritic cell function by viruses is an effective strategyto disrupt the host immune response"
KW-1123,Keyword,KW-1123,Modulation of host E3 ubiquitin ligases by virus,Biological process,"Viral protein involved in the modulation of cellular E3 ubiquitinligases. In general, viral proteins redirect cellular E3 ubiquitinligases to select specific host proteins for proteasomal degradationThe aim of this subversion is the creation of a favorable environmentfor virus replication and dissemination"
KW-1124,Keyword,KW-1124,Modulation of host immunity by viral IgG Fc receptor-like protein,Biological process,"Viral protein acting as an IgG Fc receptors, able to bind IgG andinhibit host Fc-dependent immune activation. Fc receptors are proteinsfound at the surface of certain cells of the immune system includingmacrophages, monocytes, natural killer cells or B-cells. They allowthese cells to bind to antibodies that are attached to the surface ofinfected cells or pathogens, helping these cells to identify andeliminate pathogens"
KW-1131,Keyword,KW-1131,Modulation of host NK-cell activity by virus,Biological process,"Viral protein involved in the modulation of host NK-cell activityNatural killer (NK) cells are critical in defense against viralinfections, since they provide host protection by releasing cytokinessuch as IFN-gamma or by direct lysis of infected targets. Therefore,during viral infections, viruses and NK cells are in a constant battleand many viruses have developed a variety of strategies to modulate NKcell activity"
KW-1126,Keyword,KW-1126,Modulation of host PP1 activity by virus,Biological process,"Protein phosphatase-1 (PP1) is a member of the Serine/Threoninephosphatases. The enzyme regulates many important physiologicalprocesses, including gene transcription, translation, metabolism, cellgrowth and division. Different viruses including asfivirus, herpessimplex virus or papillomavirus interact with and modulate PPP1phosphatase activity to dephosphorylate specific cellular substratesincluding EIF2S1. Upon viral infection, the host PKR/EIF2AK2 triggersthe phosphorylation of EIF2S1 leading to a complete translationalshut-off. By dephosphroylating EIF2S1 with PPP1CA, viruses manage tocircumvent this antiviral response and prevent translational shut-off"
KW-1127,Keyword,KW-1127,Modulation of host ubiquitin pathway by viral deubiquitinase,Biological process,"Viral protein possessing deubiquitinating activity. Hijacking theubiquitin system plays an essential role during viral replicationTherefore, several viruses including EBV or HCMV encode for proteinsable to remove ubiquitin or ubiquitin-like proteins from theirsubstrate"
KW-1128,Keyword,KW-1128,Modulation of host ubiquitin pathway by viral E3 ligase,Biological process,Viral protein functioning as a cellular E3 ubiquitin ligase. Theseviral proteins usually target several host proteins for proteasomaldegradation
KW-1129,Keyword,KW-1129,Modulation of host ubiquitin pathway by viral ubl,Biological process,Viral protein sharing sequence similarity with host ubiquitin. Severalof these homologues are present in large DNA viruses such asentomopoxvirus or canarypoxvirus and are thought to modulate hostubiquitin pathway
KW-1130,Keyword,KW-1130,Modulation of host ubiquitin pathway by virus,Biological process,"Viral protein involved in the modulation of the host ubiquitinpathway. The ubiquitination pathway comprises E1, E2, and E3 ligasesthat conjugate ubiquitin to protein substrate. Usually, the host E3ligase determines the substrate specificity. Some viruses encode E3ligases that modulate the substrate specificity of host E3 ligasesAlternatively, some viruses encode deubiquitinases able to removeubiquitin or ubiquitin-like proteins from their substrate"
KW-1254,Keyword,KW-1254,Modulation of host virulence by virus,Biological process,"Viral factor that modulates its bacterial host's virulence against athird organism. These virulence factors are mostly expressed fromintegrated viral genomes and have diverse functions. Bacterial host,and populations, and the encoding (pro)virus probably benefit from theexpression of such factors. For example, Bor and Lom outer membraneproteins encoded by bacteriophage lambda modify the virulence of thehost bacteria against a eukaryotic target. Some entericbacterioviruses direct alterations in lipopolysaccharide biosynthesis,resulting in bacterial immune evasion of its eukaryotic target. Otherprokaryotic viruses encode exotoxins changing their host bacteria intoserious pathogens. A well-known bacterial exotoxin encoded by aprovirus is the diphtheria toxin"
KW-0500,Keyword,KW-0500,Molybdenum,Ligand,"Protein which binds molybdenum (or molybdopterin) or protein involvedin the transport of molybdenum, a metallic element, chemical symbolMo. It plays an essential role in the active site of all eukaryoticMo-containing enzymes. In plants, Mo enzymes are important for nitrateassimilation, phytohormone synthesis, and purine catabolism. Mo isoften coordinated to the sulfur atoms of a pterin derivative(molybdopterin [MPT]), thereby forming the active Molybdenum cofactor(Moco), which is highly conserved in eukaryotes, eubacteria, andarchaebacteria"
KW-0501,Keyword,KW-0501,Molybdenum cofactor biosynthesis,Biological process,"Protein involved in the synthesis of the molybdenum cofactor (Moco), amolybdenum atom coordinated to the sulfur atoms of a pterin derivative(molybdopterin [MPT]). It is highly conserved in eukaryotes,eubacteria, and archaebacteria. In prokaryotes, two operons aredirectly associated with biosynthesis of the pterin moiety and itsside chain while additional loci play a role in the acquisition ofmolybdenum and/or activation of the cofactor"
KW-0502,Keyword,KW-0502,Monoclonal antibody,Molecular function,Antibody produced by a single clone of B cells and thus consisting ofa population of identical antibody molecules all specicfic for asingle antigenic determinant. They are produced from culturedhybridoma cell lines for research and commercial purposes
KW-0503,Keyword,KW-0503,Monooxygenase,Molecular function,Enzymes that reduce molecular oxygen by incorporating one oxygen atominto its substrate and the other one in water
KW-0504,Keyword,KW-0504,Morphogen,Molecular function,"Diffusible protein that influence morphogenesis or embryonicdevelopment. These proteins carry information relating, for example,to a position in the embryo, and thus, determine the differentiationthat cells perceiving this information will undergo. They are thoughtto act as a function of a threshold of their concentration"
KW-0505,Keyword,KW-0505,Motor protein,Molecular function,"Protein that walks or slides along microtubules or microfilamentsusing the energy provided by ATP or GTP hydrolysis, e.g. dyneins,myosins and kinesins. Or protein which mediates motility by other nonenzymatic processes, e.g. prestin, a bidirectional voltage-to-forceconverter"
KW-0506,Keyword,KW-0506,mRNA capping,Biological process,"Protein involved in the modification (capping) of the 5' end ofeukaryotic mRNAs. This modification occurs after the beginning oftranscription in the nucleus, and consists of adding a guanosinenucleotide to the 5'-end of mRNAs and then, methylating the guanosineCapping protects mRNAs at their termini against attack by phosphatasesand other nucleases and promotes mRNA function at the level ofinitiation of translation"
KW-0507,Keyword,KW-0507,mRNA processing,Biological process,"Protein involved in the processing of the primary mRNA transcript toyield a functional mRNA. This includes 5' capping, 3' cleavage andpolyadenylation, as well as mRNA splicing and RNA editing"
KW-0508,Keyword,KW-0508,mRNA splicing,Biological process,Protein involved in the process by which nonsense sequences orintervening sequences (introns) are removed from pre-mRNA to generatea functional mRNA (messenger RNA) that contains only exons
KW-0509,Keyword,KW-0509,mRNA transport,Biological process,Protein which is involved in the mechanism of export of mRNAs from thenucleus to the cytoplasm
KW-0942,Keyword,KW-0942,Mucolipidosis,Disease,"Protein which, if defective, causes mucolipidosis, a group ofinherited metabolic diseases characterised by the accumulation ofexcessive amounts of acid mucopolysaccharides, sphingolipids, and/orglycolipids in visceral and mesenchymal cells. Abnormal amounts ofsphingolipids or glycolipids are present in neural tissue. Mentalretardation and skeletal changes are common. All mucolipidosis arelysosomal disorders and are inherited in an autosomal recessivemanner"
KW-0510,Keyword,KW-0510,Mucopolysaccharidosis,Disease,"Protein which, if defective, causes mucopolysaccharidosis. Theseinherited diseases are characterized by excessive accumulation andsecretion of oligomucopoloysaccharide due to the deficiency of enzymesinvolved in the degradation of glycosaminoglycans(mucopolysaccharides). They are progressive and often display a widespectrum of clinical severity within one enzyme deficiency"
KW-0511,Keyword,KW-0511,Multifunctional enzyme,Technical term,Protein that contains at least two distinct enzymatic activities andtwo distinct active sites
KW-0514,Keyword,KW-0514,Muscle protein,Molecular function,"Characteristic protein of a muscle cell. The major ones are myosin andactin, which are responsible for the contraction and relaxation ofmuscles"
KW-0515,Keyword,KW-0515,Mutator protein,Molecular function,"Protein which is encoded by a mutator gene (mutator). Generally, theseare genes within which certain mutations cause an increase infrequency of spontaneous mutations in other genes. Mutator proteinsare therefore thought to be responsible for inaccurate DNAreplication"
KW-1060,Keyword,KW-1060,Myofibrillar myopathy,Disease,"Protein which, if defective, causes myofibrillar myopathy, a group ofmorphologically homogeneous, but genetically heterogeneousneuromuscular disorders. The morphologic changes in skeletal muscleresult from disintegration of the sarcomeric Z disc and themyofibrils, followed by abnormal ectopic accumulation of multipleproteins involved in the structure of the Z disc. Clinicalmanifestations are variable and can involve the skeletal, cardiac andsmooth muscle"
KW-0517,Keyword,KW-0517,Myogenesis,Biological process,"Protein involved in the differentiation and development of the muscleMyogenesis is controlled by myogenic factors, a family of muscle-specific transcription factors that contain a conserved helix-loop-helix domain which is homologous to the myc family of proteins"
KW-0518,Keyword,KW-0518,Myosin,Molecular function,A motor protein which uses the energy provided by the hydrolysis ofATP to drive movements along actin filaments. Different types ofmyosin are found in eukaryotic cells
KW-0959,Keyword,KW-0959,Myotoxin,Molecular function,Protein which causes muscle necrosis. Myotoxins are principally foundin snake venoms. The myotoxic activity can be monitored bymorphological analysis and by the increase of plasma creatine kinase(CK) activity. The increase in plasma CK levels results fromsarcolemmal damage due to myotoxic components of the venom
KW-0519,Keyword,KW-0519,Myristate,PTM,Protein which is posttranslationally modified by the attachment of atleast one myristate group. The myristate (14-carbon saturated fattyacid) group is attached through an amide bond to the N-terminalglycine residue of the mature form of a protein or to an internallysine residue. Myristoylproteins may be cytoplasmic or membrane-associated
KW-0520,Keyword,KW-0520,NAD,Ligand,"Enzymes which use NAD(H) as an electron acceptor or as a cofactorNicotinamide adenine dinucleotide, an important redox coenzyme thatparticipates in a variety of enzymatic reactions in which it serves asan electron carrier by being alternately oxidized (NAD+) and reduced(NADH). NAD also functions as an ADP-ribose donor in ADP-ribosylationreactions"
KW-0521,Keyword,KW-0521,NADP,Ligand,"Enzymes which use NADP(H) as an electron acceptor or as a cofactorNicotinamide adenine dinucleotide phosphate, a redox coenzyme thatparticipates in a variety of enzymatic reactions in which it serves asan electron carrier by being alternately oxidized (NADP+) and reduced(NADPH). Analogue of NAD, but NADPH is used extensively inbiosynthetic, rather than catabolic pathways as well as inphotosynthesis"
KW-1210,Keyword,KW-1210,Necrosis,Biological process,"Protein involved in necrotic programmed cell death. Necrosis is a formof traumatic cell death that results from acute cellular injury dueinfection, toxins, trauma, etc. Necrosis is characterized by blebbing,mitochondrial fission, loss of cell membrane integrity and anuncontrolled release of products of cell death into the intracellularspace. This initiates an inflammatory response in the surroundingtissue often resulting is a build-up of dead tissue and cell debrisat, or near, the site of the cell death"
KW-1057,Keyword,KW-1057,Nemaline myopathy,Disease,"Protein which, if defective, causes nemaline myopathy, a hereditaryneuromuscular disorder characterized by generally non-progressivemuscle weakness of varying severity, and abnormal thread- or rod-likestructures in muscle fibers on histologic examination. The age ofonset varies from birth to adulthood. The main clinical manifestationsinclude weakness (usually most severe in the face, the neck flexors,and the proximal limb muscles), hypotonia, and depressed or absentdeep tendon reflexes. Nemaline myopathy is divided into several broadgroups classified by onset and severity of motor and respiratoryinvolvement"
KW-0166,Keyword,KW-0166,Nematocyst,Cellular component,"Protein localized in the nematocyst, an organelle found in nematoblast(cnidoblast) cells. When matured, these stinging organelles storetoxins and can deliver them when the cnidocil (a short extension ofthe nematocyst) is stimulated by a prey or another stimulus. Theseproteins are principally found in anemones and jellyfishes"
KW-0983,Keyword,KW-0983,Nephronophthisis,Disease,"Protein which, if defective, causes nephronophthisis, a chronictubulo-interstitial nephritis that progresses to end-stage renalfailure. Clinical features include anemia, polyuria, polydipsia,isosthenuria, and death in uremia. Some children present withextrarenal symptoms such as tapeto-retinal degeneration, mentalretardation, cerebellar ataxia, bone anomalies or liver involvement"
KW-0523,Keyword,KW-0523,Neurodegeneration,Disease,"Protein which, if defective, causes neurodegeneration"
KW-0524,Keyword,KW-0524,Neurogenesis,Biological process,"Protein involved in neurogenesis, which involves the differentiationand development of the nervous system"
KW-0525,Keyword,KW-0525,Neuronal ceroid lipofuscinosis,Disease,"Protein which, if defective, causes neuronal ceroid lipofuscinosis, agroup of neurodegenerative, lysosome storage disorders characterizedby intracellular accumulation of autofluorescent wax-like lipidmaterials in brain and other tissues. Neuronal ceroid lipofuscinosesare associated with variable yet progressive symptoms includingseizures, dementia, visual loss, and/or cerebral atrophy"
KW-0622,Keyword,KW-0622,Neuropathy,Disease,"Protein which, if defective, causes neuropathy, a functionaldisturbance or pathological change in the peripheral nervous system,sometimes limited to non-inflammatory lesions as opposed to those ofneuritis. Neuropathies affecting a specific nerve may be named for thenerve. The terms mononeuropathy and polyneuropathy may be used todenote whether one or several nerves are involved"
KW-0527,Keyword,KW-0527,Neuropeptide,Molecular function,Peptides released by neurons as intercellular messengers. Manyneuropeptides are also hormones released by non-neuronal cells. Theyhave direct synaptic effects (peptide neurotransmitters) or indirectmodulatory effects on the nervous system (peptide neuromodulators)
KW-0528,Keyword,KW-0528,Neurotoxin,Molecular function,"Proteins, often exquisitely toxic, that inhibit neuronal functionNeurotoxins act typically against sodium channels or block or enhancesynaptic transmission. Most venoms contain neurotoxic substances"
KW-0529,Keyword,KW-0529,Neurotransmitter,Molecular function,"Protein, released by the axon terminal in response to an electricalimpulse, which travels across the synapse to either excite or inhibitthe target cell"
KW-0530,Keyword,KW-0530,Neurotransmitter biosynthesis,Biological process,Protein involved in the synthesis of neurotransmitters. The proteinsare released by the axon terminal in response to an electrical impulseand travel across the synapse to either excite or inhibit the targetcell
KW-0531,Keyword,KW-0531,Neurotransmitter degradation,Biological process,Protein involved in the breakdown of neurotransmitters. The proteinsare released by the axon terminal in response to an electrical impulseand travel across the synapse to either excite or inhibit the targetcell
KW-0532,Keyword,KW-0532,Neurotransmitter transport,Biological process,Protein involved in the transport of neurotransmitters. The proteinsare released by the axon terminal in response to an electrical impulseand travel across the synapse to either excite or inhibit the targetcell
KW-0533,Keyword,KW-0533,Nickel,Ligand,"Protein which binds at least one nickel atom, or protein whosefunction is nickel-dependent. Nickel is a metal, chemical symbol Ni"
KW-0996,Keyword,KW-0996,Nickel insertion,Biological process,"Protein which is involved in the creation and/or insertion of a nickelmetallocenter into another protein, without necessarily binding themetal itself"
KW-0921,Keyword,KW-0921,Nickel transport,Biological process,Protein involved in the transport of nickel
KW-1054,Keyword,KW-1054,Niemann-Pick disease,Disease,"Protein which, if defective, causes Niemann-Pick disease. Niemann-Pickdisease comprises an inherited group of congenital lipidoses in whichsphingolipids accumulate in cells, especially in thereticuloendothelial system, due to defective lysosomal storage. Thedisease is clinically characterized by progressive degeneration of thecentral nervous system with visceral accumulation of cholesterol andsphingomyelin. The clinical phenotype is highly variable and differenttypes are distinguished by age of onset, degree of central nervoussystem involvement and by the amount of sphingomyelinphosphodiesterase activity"
KW-0534,Keyword,KW-0534,Nitrate assimilation,Biological process,"Protein involved in the uptake, from the environment, of nitrates,inorganic or organic salts and esters of nitric acid. This includesthe uptake and transport into cells by nitrate transporters, with thesequential reduction to nitrite and ammonium, catalyzed by the enzymesnitrate reductase and nitrite reductase, respectively"
KW-0944,Keyword,KW-0944,Nitration,PTM,Protein which is posttranslationally modified by replacement of ahydrogen on an aromatic ring of one or more tyrosine or tryptophanresidues by a nitro (NO2) group
KW-0535,Keyword,KW-0535,Nitrogen fixation,Biological process,"Protein involved in nitrogen fixation, the reduction of gaseousnitrogen to ammonia. This process is carried out only by prokaryoteswho are either free-living or form symbiotic associations with plantsor other organisms (e.g. termites, protozoa)"
KW-0536,Keyword,KW-0536,Nodulation,Biological process,"Protein involved in nodulation, the formation of nitrogen-fixingnodules on roots of both leguminous plants and the Parasponia genus"
KW-1010,Keyword,KW-1010,Non-syndromic deafness,Disease,"Protein which, if defective, causes inability to hear in the absenceof other clinical signs and symptoms. Most forms of non-syndromicdeafness are associated with permanent hearing loss caused by damageto structures in the inner ear"
KW-0866,Keyword,KW-0866,Nonsense-mediated mRNA decay,Biological process,"Protein involved in nonsense-mediated messenger RNA (mRNA) decay, acritical process of selective degradation of mRNAs that containpremature stop codons"
KW-0914,Keyword,KW-0914,Notch signaling pathway,Biological process,"Protein involved in the Notch signaling, a signaling pathway involvedin cell-cell communications that regulates a broad spectrum of cell-fate determinations. Notch proteins are transmembrane receptors, whichare cleaved by the gamma-secretase complex upon activation andreleased from the cell membrane and turn into transcriptionalactivators after their association with SU(H) proteins"
KW-0906,Keyword,KW-0906,Nuclear pore complex,Cellular component,"Protein associated predominantly with the nuclear pore complex (NPC)NPCs constitute the exclusive means of nucleocytoplasmic transport ineukaryotes during interphase. NPCs allow the passive diffusion of ionsand small molecules (up to about 20 kDa or 5 nm) and the active,nuclear transport receptor (karyopherin: importin and exportin)-mediated bidirectional transport of macromolecules such as proteins,RNAs, ribonucleoprotein (RNPs), and ribosomal subunits (up to about 10MDa) across the double-membrane nuclear envelope. NPC components,collectively referred to as nucleoporins (NUPs), can play the role ofboth NPC structural components and of docking or interaction partnersfor transiently associated nuclear transport factors. The NPC iscomposed of at least 30 distinct subunits, shows 8-fold rotationalsymmetry with specialized structures on the cyto- and nucleoplasmicside and in the nuclear envelope embedded core. The MW varies fromabout 44-60 MDa in S. cerevisiae to 60-120 MDa in vertebrates, yet theoverall architecture is conserved"
KW-0540,Keyword,KW-0540,Nuclease,Molecular function,Enzyme that degrades nucleic acids into shorter oligonucleotides orsingle nucleotide subunits by hydrolyzing sugar-phosphate bonds in thenucleic acid backbone
KW-0542,Keyword,KW-0542,Nucleomorph,Cellular component,Protein associated with the nucleomorph. A nucleomorph is a remnantnucleus found between the outer two and inner two membranes of theplastid in cryptomonads and chlorarachniophyte algae
KW-0544,Keyword,KW-0544,Nucleosome core,Cellular component,"Protein characteristic of the nucleosome, a repeating structural unitin chromatin that packages DNA to give the chromatin a 'beads-on-a-string' appearance. Each repeat consists of approximately 146 basepairs of DNA wound around a disk-shaped protein core which is composedof two of each of the nucleosomal histones H2A, H2B, H3 and H4"
KW-0545,Keyword,KW-0545,Nucleotide biosynthesis,Biological process,"Protein involved in the synthesis of a nucleotide, a phosphate esterof a nucleoside consisting of a purine or pyrimidine base linked toribose or deoxyribose phosphates"
KW-0546,Keyword,KW-0546,Nucleotide metabolism,Biological process,Protein involved in the biochemical reactions of nucleotidesNucleotides are phosphate esters of a nucleoside consisting of apurine or pyrimidine base linked to ribose or deoxyribose phosphates
KW-0547,Keyword,KW-0547,Nucleotide-binding,Ligand,"Protein which binds a nucleotide, a phosphate ester of a nucleosideconsisting of a purine or pyrimidine base linked to ribose ordeoxyribose phosphates"
KW-0548,Keyword,KW-0548,Nucleotidyltransferase,Molecular function,Enzyme which transfers a nucleotide from one compound to another
KW-0539,Keyword,KW-0539,Nucleus,Cellular component,Protein located in the nucleus of a cell
KW-0549,Keyword,KW-0549,Nylon degradation,Biological process,"Protein involved in the degradation of nylon, a polymer whose mainchain comprises recurrent amide groups. These compounds are generallyformed from combinations of diamines, diacids and amino acids"
KW-0550,Keyword,KW-0550,Obesity,Disease,"Protein which, if defective, causes obesity, a disorder characterizedby excessive deposition of fat"
KW-0552,Keyword,KW-0552,Olfaction,Biological process,"Protein involved in olfaction, the process of smelling"
KW-0553,Keyword,KW-0553,Oncogene,Disease,"Protein encoded by an oncogene, which promotes cell transformationExamples include viral homologs of cellular proto-oncogenes such asthe transcription factors v-myc and v-jun, the growth factor v-fgr,the regulatory GTPase v-ras, and papillomavirus protein E6"
KW-0554,Keyword,KW-0554,One-carbon metabolism,Biological process,"Protein involved in the biochemical reactions with one-carbon groups,e.g., methyl and formyl groups"
KW-0896,Keyword,KW-0896,Oogenesis,Biological process,Protein involved in egg development and maturation. A process wherebyprimordial germ cells form mature ova
KW-0555,Keyword,KW-0555,Opioid peptide,Molecular function,Endogenous peptides with opiate-like activity
KW-0994,Keyword,KW-0994,Organellar chromatophore,Cellular component,"Protein encoded by the organellar chromatophore genome or a proteintargeted to the organellar chromatophore. The organellar chromatophoreis the photosynthetic inclusion found in Paulinella chromatophora, aphotosynthetic thecate amoeba. It probably derives from a differentendosymbiotic event than that which led to all other plastids; thequestion is open as to whether or not this is a true plastid. Itencodes and houses the machinery necessary for photosynthesis andCO(2) fixation; it also has the genetic capacity to synthesize someamino acids, some fatty acids and a few cofactors. It containsthylakoid membranes, and a residual peptidoglycan wall between the 2envelope membranes. There are 1 or 2 chromatophores per cell"
KW-0556,Keyword,KW-0556,Organic radical,PTM,"Protein which is posttranslationally modified by the formation of astable radical. E.g., P09373 is posttranslationally interconverted,under anaerobic conditions, from an inactive to an active form thatcarries a stable radical localized to a specific glycine at the C-terminal region of the polypeptidic chain"
KW-0892,Keyword,KW-0892,Osteogenesis,Biological process,"Protein involved in osteogenesis, the mechanism of bone formationwether intramembranous or endochondral. In intramembranousossification, bone is formed by differentiation of mesenchymal cellsinto osteoblasts with absence of a cartilaginous model. The flat bonesof the skull, the sternum, and the scapula are examples of bones thatdevelop by intramembranous ossification. The term endochondral refersto the close association of the developing bone with the pre-existinghyaline cartilage model of that bone. The long bones of the limbs(including the phalanges) and the ribs develop by endochondralossification"
KW-1065,Keyword,KW-1065,Osteogenesis imperfecta,Disease,"Protein which, if defective, causes osteogenesis imperfecta, a bonedisorder characterized by low bone mass, and brittle, osteoporotic andeasily fractured bones. It may also present with blue sclerae, loosejoints, and imperfect dentin formation"
KW-0987,Keyword,KW-0987,Osteopetrosis,Disease,"Protein which, if defective, causes osteopetrosis, an hereditarydisorder characterized by abnormally dense bone due to reduced boneresorption, and by the common occurrence of fractures of affectedbones"
KW-1152,Keyword,KW-1152,Outer capsid protein,Cellular component,Viral protein that is a component of the outer layer of a double ortriple concentric icosahedral capsid. Outer capsids are part ofreoviridae and cystoviridae virions
KW-0558,Keyword,KW-0558,Oxidation,PTM,Protein which is posttranslationally modified by oxidation of aresidue
KW-0560,Keyword,KW-0560,Oxidoreductase,Molecular function,Enzyme that catalyzes the oxidation of one compound with the reductionof another
KW-0561,Keyword,KW-0561,Oxygen transport,Biological process,Protein involved in the transport of oxygen (e.g. hemoglobin andmyoglobin)
KW-0925,Keyword,KW-0925,Oxylipin biosynthesis,Biological process,"Protein involved in the synthesis of oxygenated fatty acids(oxylipins), including jasmonic acid (jasmonate) (JA) and itsderivatives. Oxylipins regulate many defense and developmentalpathways in plants. JA is involved in wound-mediated signalingpathways, plant defense, and reproductive development. It acts as agrowth inhibitor and promotes senescence"
KW-0562,Keyword,KW-0562,Pair-rule protein,Molecular function,A protein encoded by a pair-rule gene. These are developmental genesin Drosophila involved in delimiting segments in the early embryosMutations in pair rule genes affect every alternate segment
KW-0563,Keyword,KW-0563,Paired box,Domain,"Protein which contains a paired box domain, a conserved domain ofabout 120 amino acids, which is generally located in the N-terminalsection of various proteins"
KW-0564,Keyword,KW-0564,Palmitate,PTM,"Protein which is posttranslationally modified by the attachment of atleast one palmitate group. The palmitate (16-carbon saturated fattyacid) group is usually attached to cysteine via a thioester bondLysine, serine and threonine may also serve as palmitate acceptorsMany palmitoylproteins are membrane associated either directly throughthe palmitate moiety or as transmembrane proteins anchored by thefatty acid. However, a few are actually secreted from cells"
