:ID,:LABEL,id,length
Q9USV0,Seq,Q9USV0,713
Q05787,Seq,Q05787,833
P90859,Seq,P90859,564
Q7T3B2,Seq,Q7T3B2,144
Q21642,Seq,Q21642,194
Q6P1K1,Seq,Q6P1K1,146
Q20106,Seq,Q20106,184
P04196,Seq,P04196,525
Q9ESB3,Seq,Q9ESB3,525
Q28640,Seq,Q28640,526
P30546,Seq,P30546,491
P31389,Seq,P31389,488
P35367,Seq,P35367,487
P70174,Seq,P70174,488
P31390,Seq,P31390,486
P25021,Seq,P25021,359
P97292,Seq,P97292,397
P25102,Seq,P25102,358
Q9Y5N1,Seq,Q9Y5N1,445
Q9QYN8,Seq,Q9QYN8,445
Q9H3N8,Seq,Q9H3N8,390
Q91ZY2,Seq,Q91ZY2,391
Q91ZY1,Seq,Q91ZY1,391
Q05905,Seq,Q05905,244
Q08732,Seq,Q08732,759
O00198,Seq,O00198,91
P62817,Seq,P62817,92
P9WJA3,Seq,P9WJA3,143
Q9US25,Seq,Q9US25,1373
Q99383,Seq,Q99383,534
O14139,Seq,O14139,1388
Q9U1N0,Seq,Q9U1N0,535
P43329,Seq,P43329,1300
P31778,Seq,P31778,477
O13983,Seq,O13983,1063
Q05549,Seq,Q05549,1077
O74465,Seq,O74465,999
P29295,Seq,P29295,494
Q9QZU4,Seq,Q9QZU4,167
Q9UL19,Seq,Q9UL19,164
Q96KN8,Seq,Q96KN8,279
Q9CPX5,Seq,Q9CPX5,270
Q960X8,Seq,Q960X8,760
Q12347,Seq,Q12347,344
O94641,Seq,O94641,905
P31539,Seq,P31539,908
Q92598,Seq,Q92598,858
Q61699,Seq,Q61699,858
Q05036,Seq,Q05036,776
O43301,Seq,O43301,675
P32478,Seq,P32478,413
Q9FHQ3,Seq,Q9FHQ3,137
Q943Q3,Seq,Q943Q3,150
P27777,Seq,P27777,150
Q943E6,Seq,Q943E6,150
Q41560,Seq,Q41560,151
Q943E7,Seq,Q943E7,149
Q9SYG1,Seq,Q9SYG1,155
P31673,Seq,P31673,154
P29830,Seq,P29830,155
O81822,Seq,O81822,156
Q84J50,Seq,Q84J50,159
Q9LNW0,Seq,Q9LNW0,157
Q0DY72,Seq,Q0DY72,164
Q9XIE3,Seq,Q9XIE3,155
Q84Q77,Seq,Q84Q77,161
Q9ZW31,Seq,Q9ZW31,153
P19037,Seq,P19037,161
Q84Q72,Seq,Q84Q72,161
O64564,Seq,O64564,162
Q6K7E9,Seq,Q6K7E9,172
Q7EZ57,Seq,Q7EZ57,173
Q53M11,Seq,Q53M11,206
Q7XUW5,Seq,Q7XUW5,215
Q96331,Seq,Q96331,210
B7EZJ7,Seq,B7EZJ7,219
Q6Z7V2,Seq,Q6Z7V2,220
P31170,Seq,P31170,227
Q9SSQ8,Seq,Q9SSQ8,232
Q67X83,Seq,Q67X83,248
Q10P60,Seq,Q10P60,240
O08889,Seq,O08889,356
P25722,Seq,P25722,349
Q7LGA3,Seq,Q7LGA3,356
Q8R3H7,Seq,Q8R3H7,356
P54658,Seq,P54658,281
O14792,Seq,O14792,307
Q9Y278,Seq,Q9Y278,367
Q80W66,Seq,Q80W66,367
Q8IZT8,Seq,Q8IZT8,346
Q96QI5,Seq,Q96QI5,342
Q5GFD5,Seq,Q5GFD5,342
Q9Y663,Seq,Q9Y663,406
Q9Y662,Seq,Q9Y662,390
Q9QZS6,Seq,Q9QZS6,390
P0DMV8,Seq,P0DMV8,641
Q61696,Seq,Q61696,641
P0DMW0,Seq,P0DMW0,641
P0DMV9,Seq,P0DMV9,641
P17879,Seq,P17879,642
P0DMW1,Seq,P0DMW1,641
P34931,Seq,P34931,641
P16627,Seq,P16627,641
P55063,Seq,P55063,641
O95757,Seq,O95757,839
P83581,Seq,P83581,24
P36415,Seq,P36415,640
Q557E0,Seq,Q557E0,632
Q54MR6,Seq,Q54MR6,517
P27323,Seq,P27323,700
P55737,Seq,P55737,699
Q14568,Seq,Q14568,343
P51818,Seq,P51818,699
O03986,Seq,O03986,699
Q9SIF2,Seq,Q9SIF2,780
F4JFN3,Seq,F4JFN3,799
P11501,Seq,P11501,728
P07900,Seq,P07900,732
P07901,Seq,P07901,733
P82995,Seq,P82995,733
Q04619,Seq,Q04619,725
O57521,Seq,O57521,725
P08238,Seq,P08238,724
P11499,Seq,P11499,724
P34058,Seq,P34058,724
Q8GWL1,Seq,Q8GWL1,286
P9WJA1,Seq,P9WJA1,394
P9WND9,Seq,P9WND9,187
P9WNW7,Seq,P9WNW7,300
Q9KWQ5,Seq,Q9KWQ5,300
P9WNH5,Seq,P9WNH5,291
O75506,Seq,O75506,76
Q9CQZ1,Seq,Q9CQZ1,76
Q8K3X8,Seq,Q8K3X8,76
Q8IWL3,Seq,Q8IWL3,235
Q8K3A0,Seq,Q8K3A0,234
P15108,Seq,P15108,705
P54651,Seq,P54651,700
P0A6Z1,Seq,P0A6Z1,616
P0A6L9,Seq,P0A6L9,171
P77319,Seq,P77319,556
Q9FX01,Seq,Q9FX01,439
Q67ZE1,Seq,Q67ZE1,564
A9X4U2,Seq,A9X4U2,561
A5WWC6,Seq,A5WWC6,319
Q8BTX9,Seq,Q8BTX9,330
Q6YN16,Seq,Q6YN16,418
Q2TPA8,Seq,Q2TPA8,490
P9WGT1,Seq,P9WGT1,260
O74749,Seq,O74749,373
P38753,Seq,P38753,452
P38529,Seq,P38529,491
Q00613,Seq,Q00613,529
P38532,Seq,P38532,525
O75031,Seq,O75031,334
P38530,Seq,P38530,564
Q03933,Seq,Q03933,536
P38533,Seq,P38533,535
P38531,Seq,P38531,467
D0VYS2,Seq,D0VYS2,492
Q9ULV5,Seq,Q9ULV5,492
Q9R0L1,Seq,Q9R0L1,492
O80982,Seq,O80982,345
Q8GYY1,Seq,Q8GYY1,412
Q96320,Seq,Q96320,284
O22230,Seq,O22230,244
Q9C635,Seq,Q9C635,348
Q9UBD0,Seq,Q9UBD0,423
P22813,Seq,P22813,691
Q02953,Seq,Q02953,609
P10961,Seq,P10961,833
Q6VYH9,Seq,Q6VYH9,334
Q99181,Seq,Q99181,213
P50582,Seq,P50582,507
P69852,Seq,P69852,69
P34244,Seq,P34244,1518
P15649,Seq,P15649,97
C0LGX3,Seq,C0LGX3,993
P15648,Seq,P15648,98
P38274,Seq,P38274,827
P52644,Seq,P52644,140
P0A6Y5,Seq,P0A6Y5,292
P0ACG8,Seq,P0ACG8,133
Q57VB1,Seq,Q57VB1,475
Q382V8,Seq,Q382V8,496
P0A6H5,Seq,P0A6H5,443
P0A7B8,Seq,P0A7B8,176
Q383Q5,Seq,Q383Q5,209
P38348,Seq,P38348,480
Q9LNB6,Seq,Q9LNB6,572
Q43468,Seq,Q43468,572
Q5XEP2,Seq,Q5XEP2,571
Q9STH1,Seq,Q9STH1,558
F8RP11,Seq,F8RP11,581
P34328,Seq,P34328,110
P34696,Seq,P34696,145
P06582,Seq,P06582,145
P22943,Seq,P22943,109
P48723,Seq,P48723,471
O74984,Seq,O74984,139
P06581,Seq,P06581,143
Q652V8,Seq,Q652V8,146
O14368,Seq,O14368,143
P19036,Seq,P19036,156
P02513,Seq,P02513,143
Q5VRY1,Seq,Q5VRY1,166
P04553,Seq,P04553,51
P02319,Seq,P02319,51
P04101,Seq,P04101,50
Q5AHH4,Seq,Q5AHH4,189
Q38806,Seq,Q38806,195
P02515,Seq,P02515,174
P02516,Seq,P02516,186
P02517,Seq,P02517,208
P15992,Seq,P15992,214
P02518,Seq,P02518,213
P40920,Seq,P40920,181
P25619,Seq,P25619,332
O74914,Seq,O74914,244
Q04432,Seq,Q04432,237
Q09675,Seq,Q09675,240
Q08992,Seq,Q08992,237
Q08914,Seq,Q08914,237
Q10092,Seq,Q10092,222
Q09918,Seq,Q09918,251
Q12329,Seq,Q12329,375
O74261,Seq,O74261,566
Q5B041,Seq,Q5B041,588
Q09864,Seq,Q09864,582
P19882,Seq,P19882,572
O97125,Seq,O97125,635
P05812,Seq,P05812,238
P22979,Seq,P22979,199
P08106,Seq,P08106,634
P82910,Seq,P82910,642
Q5B2V1,Seq,Q5B2V1,644
P08108,Seq,P08108,651
P41797,Seq,P41797,656
P02825,Seq,P02825,642
Q10265,Seq,Q10265,644
P10591,Seq,P10591,642
P46587,Seq,P46587,645
Q8INI8,Seq,Q8INI8,641
P54652,Seq,P54652,639
P17156,Seq,P17156,633
O59855,Seq,O59855,647
P10592,Seq,P10592,639
Q9BIS2,Seq,Q9BIS2,641
P09435,Seq,P09435,649
Q9VG58,Seq,Q9VG58,641
P34932,Seq,P34932,840
O88600,Seq,O88600,840
P22202,Seq,P22202,642
Q9BIR7,Seq,Q9BIR7,641
P17066,Seq,P17066,643
P83784,Seq,P83784,648
P48741,Seq,P48741,367
P0CS90,Seq,P0CS90,654
P0CS91,Seq,P0CS91,655
P33416,Seq,P33416,811
P32590,Seq,P32590,693
P09446,Seq,P09446,640
P29843,Seq,P29843,641
O65719,Seq,O65719,649
P27420,Seq,P27420,661
Q90473,Seq,Q90473,649
P29844,Seq,P29844,656
P11142,Seq,P11142,646
P63017,Seq,P63017,646
P63018,Seq,P63018,646
P20163,Seq,P20163,657
P11147,Seq,P11147,651
Q9S9N1,Seq,Q9S9N1,646
P29845,Seq,P29845,686
Q0VDF9,Seq,Q0VDF9,509
P39987,Seq,P39987,644
Q9STW6,Seq,Q9STW6,718
P11141,Seq,P11141,657
Q96VB9,Seq,Q96VB9,701
Q6FJI3,Seq,Q6FJI3,694
O59838,Seq,O59838,720
P32589,Seq,P32589,693
Q9LTX9,Seq,Q9LTX9,718
Q9SKY8,Seq,Q9SKY8,563
Q8GUM2,Seq,Q8GUM2,682
Q9LDZ0,Seq,Q9LDZ0,682
Q5B0C0,Seq,Q5B0C0,666
P22774,Seq,P22774,674
Q9C7X7,Seq,Q9C7X7,617
Q9S7C0,Seq,Q9S7C0,831
F4HQD4,Seq,F4HQD4,831
Q05931,Seq,Q05931,657
F4JMJ1,Seq,F4JMJ1,867
P02829,Seq,P02829,709
P02828,Seq,P02828,717
Q6TMK3,Seq,Q6TMK3,772
P40292,Seq,P40292,706
Q18688,Seq,Q18688,702
P46598,Seq,P46598,707
P41887,Seq,P41887,704
P50519,Seq,P50519,68
B1N1A2,Seq,B1N1A2,312
Q00649,Seq,Q00649,193
P04792,Seq,P04792,205
P14602,Seq,P14602,209
P42930,Seq,P42930,206
Q16082,Seq,Q16082,182
Q99PR8,Seq,Q99PR8,182
O35878,Seq,O35878,182
Q12988,Seq,Q12988,150
O14558,Seq,O14558,160
P97541,Seq,P97541,162
Q9UBY9,Seq,Q9UBY9,170
P35385,Seq,P35385,169
Q9QUK5,Seq,Q9QUK5,90
Q9UJY1,Seq,Q9UJY1,196
Q9BQS6,Seq,Q9BQS6,159
Q08GK9,Seq,Q08GK9,178
O04203,Seq,O04203,435
P40183,Seq,P40183,151
Q10076,Seq,Q10076,582
Q8VZG2,Seq,Q8VZG2,576
P31474,Seq,P31474,475
Q54BX4,Seq,Q54BX4,93
Q54BX5,Seq,Q54BX5,93
C8V3W5,Seq,C8V3W5,489
P53685,Seq,P53685,503
O17645,Seq,O17645,324
Q9USN7,Seq,Q9USN7,332
P53686,Seq,P53686,357
P53687,Seq,P53687,447
Q9UR39,Seq,Q9UR39,415
P53688,Seq,P53688,370
Q9FI78,Seq,Q9FI78,433
Q9P3W2,Seq,Q9P3W2,364
P50079,Seq,P50079,448
Q7XAD0,Seq,Q7XAD0,146
Q93WP8,Seq,Q93WP8,165
Q93WP7,Seq,Q93WP7,164
Q9BUP3,Seq,Q9BUP3,242
P86397,Seq,P86397,168
P38790,Seq,P38790,280
Q99081,Seq,Q99081,682
Q61286,Seq,Q61286,706
P51514,Seq,P51514,707
O53478,Seq,O53478,107
Q9S746,Seq,Q9S746,594
O46339,Seq,O46339,487
Q9URQ5,Seq,Q9URQ5,78
B0EXJ8,Seq,B0EXJ8,355
P0A6Z3,Seq,P0A6Z3,624
P9WMJ7,Seq,P9WMJ7,647
P23894,Seq,P23894,293
P9WHS5,Seq,P9WHS5,286
Q8RVQ9,Seq,Q8RVQ9,178
Q6GMI0,Seq,Q6GMI0,479
Q9P2D3,Seq,Q9P2D3,2071
Q92743,Seq,Q92743,480
Q9R118,Seq,Q9R118,480
Q9QZK5,Seq,Q9QZK5,480
Q9VFJ3,Seq,Q9VFJ3,422
O43464,Seq,O43464,458
Q9JIY5,Seq,Q9JIY5,458
P83110,Seq,P83110,453
Q9D236,Seq,Q9D236,459
P83105,Seq,P83105,476
Q9LA06,Seq,Q9LA06,408
Q01886,Seq,Q01886,5218
O43719,Seq,O43719,755
Q02645,Seq,Q02645,1156
O13772,Seq,O13772,224
P40325,Seq,P40325,198
Q9XER9,Seq,Q9XER9,1392
Q9LEY4,Seq,Q9LEY4,1445
F4IN78,Seq,F4IN78,1366
F4IZM8,Seq,F4IZM8,1347
O94650,Seq,O94650,73
Q6Q546,Seq,Q6Q546,73
Q6Q5K6,Seq,Q6Q5K6,68
Q5D7H4,Seq,Q5D7H4,340
Q9VG55,Seq,Q9VG55,191
P53119,Seq,P53119,910
P91443,Seq,P91443,2098
Q8TDB4,Seq,Q8TDB4,240
Q8VI64,Seq,Q8VI64,283
Q84UU4,Seq,Q84UU4,547
P05084,Seq,P05084,758
Q8IVG9,Seq,Q8IVG9,24
P57058,Seq,P57058,714
O88866,Seq,O88866,714
P45820,Seq,P45820,110
O60921,Seq,O60921,280
Q8BQY8,Seq,Q8BQY8,280
P78955,Seq,P78955,287
Q09811,Seq,Q09811,1328
Q8WZJ9,Seq,Q8WZJ9,322
Q12520,Seq,Q12520,339
Q20502,Seq,Q20502,677
P42357,Seq,P42357,657
P35492,Seq,P35492,657
P21213,Seq,P21213,657
Q96NU7,Seq,Q96NU7,426
Q96N76,Seq,Q96N76,676
Q7Z6Z7,Seq,Q7Z6Z7,4374
P51593,Seq,P51593,322
P01743,Seq,P01743,117
P01742,Seq,P01742,117
P01817,Seq,P01817,119
P01814,Seq,P01814,119
P01782,Seq,P01782,118
P01766,Seq,P01766,116
P01764,Seq,P01764,117
P01772,Seq,P01772,117
P06331,Seq,P06331,123
P01824,Seq,P01824,125
P01825,Seq,P01825,116
Q07764,Seq,Q07764,130
Q96D96,Seq,Q96D96,273
Q3U2S8,Seq,Q3U2S8,269
P01783,Seq,P01783,136
Q9R4Y1,Seq,Q9R4Y1,20
P31260,Seq,P31260,410
P31310,Seq,P31310,416
P31270,Seq,P31270,313
P31311,Seq,P31311,313
P31271,Seq,P31271,388
Q62424,Seq,Q62424,386
P49639,Seq,P49639,335
P09022,Seq,P09022,331
O43364,Seq,O43364,376
P31245,Seq,P31245,372
P31246,Seq,P31246,372
Q8AWZ2,Seq,Q8AWZ2,410
O43365,Seq,O43365,443
P02831,Seq,P02831,443
Q00056,Seq,Q00056,320
P06798,Seq,P06798,285
P20719,Seq,P20719,270
P09021,Seq,P09021,270
P09092,Seq,P09092,232
P31268,Seq,P31268,230
P02830,Seq,P02830,229
P31269,Seq,P31269,272
P09631,Seq,P09631,271
Q6W990,Seq,Q6W990,310
P79724,Seq,P79724,289
Q92826,Seq,Q92826,284
P70321,Seq,P70321,286
O42366,Seq,O42366,311
Q90423,Seq,Q90423,307
P14653,Seq,P14653,301
P17919,Seq,P17919,297
P14652,Seq,P14652,356
P0C1T1,Seq,P0C1T1,354
P14651,Seq,P14651,431
P09026,Seq,P09026,433
P17483,Seq,P17483,251
P10284,Seq,P10284,250
P09014,Seq,P09014,275
P09013,Seq,P09013,276
P09067,Seq,P09067,269
P09079,Seq,P09079,269
P17509,Seq,P17509,224
P09023,Seq,P09023,224
P09629,Seq,P09629,217
P09024,Seq,P09024,217
Q8AWZ0,Seq,Q8AWZ0,245
P09632,Seq,P09632,243
P17482,Seq,P17482,250
P20615,Seq,P20615,250
Q9NYD6,Seq,Q9NYD6,342
P31257,Seq,P31257,342
O43248,Seq,O43248,304
P31313,Seq,P31313,304
P31276,Seq,P31276,330
P50207,Seq,P50207,328
P09017,Seq,P09017,264
Q08624,Seq,Q08624,264
P18865,Seq,P18865,76
Q00444,Seq,Q00444,222
P32043,Seq,P32043,222
P09630,Seq,P09630,235
P10629,Seq,P10629,235
Q68EH7,Seq,Q68EH7,250
P31273,Seq,P31273,242
P09025,Seq,P09025,242
Q9YGS6,Seq,Q9YGS6,260
P09633,Seq,P09633,260
Q6JIY5,Seq,Q6JIY5,306
Q6JIY4,Seq,Q6JIY4,273
P28359,Seq,P28359,340
P31277,Seq,P31277,338
P23813,Seq,P23813,323
P23812,Seq,P23812,268
P35453,Seq,P35453,343
P70217,Seq,P70217,339
Q01822,Seq,Q01822,328
Q08820,Seq,Q08820,300
P31249,Seq,P31249,432
P09027,Seq,P09027,433
O57374,Seq,O57374,236
P10628,Seq,P10628,250
P13378,Seq,P13378,290
P23463,Seq,P23463,289
P28356,Seq,P28356,352
P28357,Seq,P28357,339
Q42525,Seq,Q42525,496
P19367,Seq,P19367,917
P17710,Seq,P17710,974
P05708,Seq,P05708,918
Q09756,Seq,Q09756,484
P93834,Seq,P93834,502
P52789,Seq,P52789,917
O08528,Seq,O08528,917
P27881,Seq,P27881,917
P50521,Seq,P50521,455
Q9LPS1,Seq,Q9LPS1,498
P52790,Seq,P52790,923
Q3TRM8,Seq,Q3TRM8,922
P27926,Seq,P27926,924
Q56XE8,Seq,Q56XE8,502
P35557,Seq,P35557,465
P52792,Seq,P52792,465
P17712,Seq,P17712,465
Q5W676,Seq,Q5W676,507
Q8LQ68,Seq,Q8LQ68,506
P04806,Seq,P04806,485
P04807,Seq,P04807,486
P17709,Seq,P17709,500
Q9FZG4,Seq,Q9FZG4,493
Q9T071,Seq,Q9T071,493
P77625,Seq,P77625,216
P77247,Seq,P77247,222
P43581,Seq,P43581,546
P54862,Seq,P54862,567
P39924,Seq,P39924,564
P42833,Seq,P42833,540
P54854,Seq,P54854,567
P47185,Seq,P47185,567
P53631,Seq,P53631,564
P32465,Seq,P32465,570
P23585,Seq,P23585,541
P32466,Seq,P32466,567
P32467,Seq,P32467,576
P38695,Seq,P38695,592
P39003,Seq,P39003,570
P39004,Seq,P39004,570
P40886,Seq,P40886,569
P40885,Seq,P40885,567
O24646,Seq,O24646,168
P19930,Seq,P19930,195
P19931,Seq,P19931,132
Q12794,Seq,Q12794,435
P86100,Seq,P86100,410
Q91ZJ9,Seq,Q91ZJ9,462
Q12891,Seq,Q12891,473
O35632,Seq,O35632,473
Q9Z2Q3,Seq,Q9Z2Q3,473
O43820,Seq,O43820,417
Q8VEI3,Seq,Q8VEI3,412
Q2M3T9,Seq,Q2M3T9,481
Q05A56,Seq,Q05A56,481
P38567,Seq,P38567,509
P48794,Seq,P48794,512
Q62803,Seq,Q62803,512
Q92839,Seq,Q92839,578
Q61647,Seq,Q61647,583
P13563,Seq,P13563,588
Q92819,Seq,Q92819,552
P70312,Seq,P70312,552
O35776,Seq,O35776,552
O00219,Seq,O00219,553
O08650,Seq,O08650,554
C4NZN9,Seq,C4NZN9,131
P84002,Seq,P84002,19
P84003,Seq,P84003,19
P0AAJ8,Seq,P0AAJ8,328
P37180,Seq,P37180,392
P0AAN1,Seq,P0AAN1,162
P0A703,Seq,P0A703,113
P0AAM7,Seq,P0AAM7,82
P0AEV4,Seq,P0AEV4,153
Q9BYI3,Seq,Q9BYI3,521
Q6P9N1,Seq,Q6P9N1,521
P16429,Seq,P16429,608
P16430,Seq,P16430,307
P16431,Seq,P16431,569
P0AEV7,Seq,P0AEV7,136
P0AEV9,Seq,P0AEV9,156
E7FI44,Seq,E7FI44,428
Q80W93,Seq,Q80W93,5154
P0AAK4,Seq,P0AAK4,175
P51592,Seq,P51592,2885
Q834W6,Seq,Q834W6,354
C0BK17,Seq,C0BK17,349
B5EFW2,Seq,B5EFW2,368
P07099,Seq,P07099,455
Q9D379,Seq,Q9D379,455
P07687,Seq,P07687,455
F7ZLS5,Seq,F7ZLS5,344
P34913,Seq,P34913,555
P34914,Seq,P34914,554
P80299,Seq,P80299,554
P23482,Seq,P23482,672
P77858,Seq,P77858,315
P77416,Seq,P77416,479
P0AEW1,Seq,P0AEW1,216
P77437,Seq,P77437,526
P71229,Seq,P71229,670
O30478,Seq,O30478,340
Q8W191,Seq,Q8W191,149
P36951,Seq,P36951,264
P30147,Seq,P30147,258
A2RU49,Seq,A2RU49,373
G5ED45,Seq,G5ED45,368
Q96M11,Seq,Q96M11,299
P32464,Seq,P32464,399
O60032,Seq,O60032,384
Q9Y4L1,Seq,Q9Y4L1,999
Q9JKR6,Seq,Q9JKR6,999
Q63617,Seq,Q63617,999
P0A700,Seq,P0A700,116
P0AAN3,Seq,P0AAN3,290
P0AAM3,Seq,P0AAM3,90
Q8VCZ9,Seq,Q8VCZ9,456
P24192,Seq,P24192,373
P24193,Seq,P24193,336
P30131,Seq,P30131,750
Q9NX55,Seq,Q9NX55,129
Q9CR41,Seq,Q9CR41,129
Q5A849,Seq,Q5A849,1225
Q13651,Seq,Q13651,578
Q08334,Seq,Q08334,325
Q61190,Seq,Q61190,349
Q14626,Seq,Q14626,422
Q64385,Seq,Q64385,432
Q99MF4,Seq,Q99MF4,431
P42701,Seq,P42701,662
Q60837,Seq,Q60837,738
Q99665,Seq,Q99665,862
P97378,Seq,P97378,874
P78552,Seq,P78552,427
Q14627,Seq,Q14627,380
O88786,Seq,O88786,383
Q8VHK6,Seq,Q8VHK6,385
Q13261,Seq,Q13261,267
Q60819,Seq,Q60819,263
Q96F46,Seq,Q96F46,866
Q60943,Seq,Q60943,864
Q9NRM6,Seq,Q9NRM6,502
Q9JIP3,Seq,Q9JIP3,499
Q8NAC3,Seq,Q8NAC3,791
Q8K4C2,Seq,Q8K4C2,698
Q8QHJ9,Seq,Q8QHJ9,745
Q8NFM7,Seq,Q8NFM7,739
Q8NFR9,Seq,Q8NFR9,667
O95998,Seq,O95998,194
O95256,Seq,O95256,599
Q9H9L3,Seq,Q9H9L3,353
Q6PHB0,Seq,Q6PHB0,546
Q8N6P7,Seq,Q8N6P7,574
Q80XZ4,Seq,Q80XZ4,581
Q969J5,Seq,Q969J5,263
Q80XF5,Seq,Q80XF5,230
P14902,Seq,P14902,403
P28776,Seq,P28776,407
Q9ERD9,Seq,Q9ERD9,407
Q6ZQW0,Seq,Q6ZQW0,420
Q8R0V5,Seq,Q8R0V5,405
P47125,Seq,P47125,453
Q6UWB1,Seq,Q6UWB1,636
O70394,Seq,O70394,623
Q8IU81,Seq,Q8IU81,584
Q7Z5L9,Seq,Q7Z5L9,587
Q9H1B7,Seq,Q9H1B7,796
Q2MJS2,Seq,Q2MJS2,794
Q5EIC4,Seq,Q5EIC4,783
Q9UBH0,Seq,Q9UBH0,155
Q9QYY1,Seq,Q9QYY1,156
O13848,Seq,O13848,284
P12923,Seq,P12923,269
Q84KK6,Seq,Q84KK6,367
Q84KK4,Seq,Q84KK4,365
Q17848,Seq,Q17848,409
Q14642,Seq,Q14642,412
P34370,Seq,P34370,398
P32019,Seq,P32019,993
Q8K337,Seq,Q8K337,993
A6BM07,Seq,A6BM07,474
Q38828,Seq,Q38828,261
Q75GK0,Seq,Q75GK0,233
Q38830,Seq,Q38830,239
Q75GK1,Seq,Q75GK1,226
Q38831,Seq,Q38831,247
Q38832,Seq,Q38832,228
Q7Y1H8,Seq,Q7Y1H8,195
Q9C966,Seq,Q9C966,179
Q6AT10,Seq,Q6AT10,212
O24407,Seq,O24407,236
P93830,Seq,P93830,229
O24408,Seq,O24408,267
Q5W670,Seq,Q5W670,327
O24409,Seq,O24409,197
Q6AT33,Seq,Q6AT33,281
P49677,Seq,P49677,168
P16968,Seq,P16968,146
Q5VRD1,Seq,Q5VRD1,199
O24410,Seq,O24410,175
Q5VRR0,Seq,Q5VRR0,183
Q5Z749,Seq,Q5Z749,266
Q8LAL2,Seq,Q8LAL2,269
Q652A1,Seq,Q652A1,140
Q9ZSY8,Seq,Q9ZSY8,305
Q9XFM0,Seq,Q9XFM0,175
Q93WC4,Seq,Q93WC4,251
P49678,Seq,P49678,174
Q9LG86,Seq,Q9LG86,238
P01083,Seq,P01083,153
Q9M1R4,Seq,Q9M1R4,172
Q8H174,Seq,Q8H174,158
Q8RYC6,Seq,Q8RYC6,191
Q9FKM7,Seq,Q9FKM7,171
Q9C5X0,Seq,Q9C5X0,185
Q38822,Seq,Q38822,189
Q5NB25,Seq,Q5NB25,263
P33077,Seq,P33077,186
P33078,Seq,P33078,163
Q38824,Seq,Q38824,189
Q8LQ74,Seq,Q8LQ74,335
Q38825,Seq,Q38825,243
Q6H543,Seq,Q6H543,300
Q38826,Seq,Q38826,321
Q38827,Seq,Q38827,338
Q6K846,Seq,Q6K846,182
P37595,Seq,P37595,321
P01086,Seq,P01086,148
P29421,Seq,P29421,200
P39377,Seq,P39377,390
Q2TAA2,Seq,Q2TAA2,248
O74648,Seq,O74648,246
P41734,Seq,P41734,238
Q9FLN8,Seq,Q9FLN8,386
Q0J998,Seq,Q0J998,404
P54120,Seq,P54120,353
P10997,Seq,P10997,89
P12968,Seq,P12968,93
P12969,Seq,P12969,93
P69180,Seq,P69180,224
P10423,Seq,P10423,345
Q9M647,Seq,Q9M647,469
Q9XVN3,Seq,Q9XVN3,769
Q8WUF5,Seq,Q8WUF5,828
Q5I1X5,Seq,Q5I1X5,824
P0A9W6,Seq,P0A9W6,84
P83284,Seq,P83284,63
P86701,Seq,P86701,53
P83283,Seq,P83283,63
B3EWN6,Seq,B3EWN6,30
P01060,Seq,P01060,107
B3EWN7,Seq,B3EWN7,30
B3EWN8,Seq,B3EWN8,30
P53892,Seq,P53892,351
Q7XR02,Seq,Q7XR02,202
P03558,Seq,P03558,520
P08833,Seq,P08833,259
P47876,Seq,P47876,272
P21743,Seq,P21743,272
Q8WZK3,Seq,Q8WZK3,138
Q9PTH3,Seq,Q9PTH3,276
B3F211,Seq,B3F211,265
P13384,Seq,P13384,317
P18065,Seq,P18065,325
P47877,Seq,P47877,305
P83628,Seq,P83628,20
P24853,Seq,P24853,316
P12843,Seq,P12843,304
P20959,Seq,P20959,291
P17936,Seq,P17936,291
P47878,Seq,P47878,292
P15473,Seq,P15473,292
P22692,Seq,P22692,258
P47879,Seq,P47879,254
P21744,Seq,P21744,254
Q05717,Seq,Q05717,271
P24593,Seq,P24593,272
Q07079,Seq,Q07079,271
P24594,Seq,P24594,271
Q90WV8,Seq,Q90WV8,265
P24592,Seq,P24592,240
P35572,Seq,P35572,226
Q16270,Seq,Q16270,282
Q61581,Seq,Q61581,281
P0C054,Seq,P0C054,137
Q06277,Seq,Q06277,4095
P0C058,Seq,P0C058,142
Q8RWZ3,Seq,Q8RWZ3,824
Q84JU4,Seq,Q84JU4,257
C1P607,Seq,C1P607,19
C1P615,Seq,C1P615,19
C1P617,Seq,C1P617,19
Q9P2D0,Seq,Q9P2D0,1353
P05155,Seq,P05155,500
P97290,Seq,P97290,504
Q6P734,Seq,Q6P734,504
Q05084,Seq,Q05084,483
P97411,Seq,P97411,478
Q63054,Seq,Q63054,480
P20810,Seq,P20810,708
P51125,Seq,P51125,788
P12675,Seq,P12675,713
P27321,Seq,P27321,713
P05362,Seq,P05362,532
P13597,Seq,P13597,537
Q00238,Seq,Q00238,545
P13598,Seq,P13598,275
P35330,Seq,P35330,277
P32942,Seq,P32942,547
Q14773,Seq,Q14773,271
Q9ERM2,Seq,Q9ERM2,262
Q9UMF0,Seq,Q9UMF0,924
Q60625,Seq,Q60625,917
Q9DBD0,Seq,Q9DBD0,700
Q08180,Seq,Q08180,764
Q9SRZ6,Seq,Q9SRZ6,410
Q8LPJ5,Seq,Q8LPJ5,485
Q9SLK0,Seq,Q9SLK0,416
Q9LSE2,Seq,Q9LSE2,494
Q9W1R4,Seq,Q9W1R4,1395
